cia_id,cia_nome,doc_ver,doc_env,per_ini,per_fim,total_assets,shares_outstanding,net_debt,ebit,roic
13773,PBG S/A,1,2015-03-23 18:59:34,2014-01-01,2014-12-31,1132348000.0,158488000.0,354985000.0,157757000.0,0.2663621858458629
13773,PBG S/A,1,2016-03-11 19:18:12,2015-01-01,2015-12-31,1351893000.0,158488000.0,509586000.0,134405000.0,0.18127513682796498
13773,PBG S/A,1,2017-03-17 17:55:26,2016-01-01,2016-12-31,1237360000.0,158489000.0,480916000.0,75808000.0,0.10538036490008688
13773,PBG S/A,1,2018-02-23 20:11:02,2017-01-01,2017-12-31,1252008000.0,158489000.0,419182000.0,149006000.0,0.21158351816563056
13773,PBG S/A,1,2019-02-18 21:11:26,2018-01-01,2018-12-31,1622155000.0,158489000.0,513013000.0,244404000.0,0.27927640712897356
13773,PBG S/A,1,2020-03-20 21:48:34,2019-01-01,2019-12-31,1836292000.0,158488517000.0,520529000.0,75071000.0,0.08452370899551322
13773,PBG S/A,1,2021-03-25 22:55:17,2020-01-01,2020-12-31,2034288000.0,158488000.0,401441000.0,115579000.0,0.141186746068102
13773,PBG S/A,1,2022-03-17 22:16:43,2021-01-01,2021-12-31,2157347000.0,147530000.0,572674000.0,288741000.0,0.31086494744469123
13773,PBG S/A,2,2012-03-30 11:27:05,2011-01-01,2011-12-31,575502000.0,159009000.0,109745000.0,66349000.0,0.3463921939199031
13773,PBG S/A,2,2017-03-21 09:20:46,2016-01-01,2016-12-31,1237360000.0,158489000.0,480916000.0,75808000.0,0.10538036490008688
13773,PBG S/A,2,2020-04-14 18:09:48,2019-01-01,2019-12-31,1836292000.0,158489000.0,520529000.0,75071000.0,0.08452370899551322
13773,PBG S/A,2,2021-03-26 00:47:59,2020-01-01,2020-12-31,2034288000.0,158488000.0,401441000.0,115579000.0,0.141186746068102
13781,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,1,2011-03-26 16:40:26,2010-01-01,2010-12-31,1592521000.0,57737000.0,518205000.0,164991000.0,0.1390539600935505
13781,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,1,2012-03-19 19:08:42,2011-01-01,2011-12-31,1740095000.0,57737000.0,615109000.0,176892000.0,0.13095399375923067
13781,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,1,2013-03-18 20:18:32,2012-01-01,2012-12-31,2074121000.0,57737000.0,697788000.0,361679000.0,0.22683678218014283
13781,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,1,2014-03-13 21:08:26,2013-01-01,2013-12-31,2266398000.0,57737000.0,611023000.0,407096000.0,0.24057729663158928
13781,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,1,2015-03-05 21:29:15,2014-01-01,2014-12-31,2429894000.0,57737000.0,853159000.0,228204000.0,0.11411050123234182
13781,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,1,2016-03-09 19:56:26,2015-01-01,2015-12-31,3058115000.0,57737000.0,1444367000.0,340135000.0,0.12571318536850576
13781,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,1,2017-03-08 21:10:35,2016-01-01,2016-12-31,3056224000.0,57737000.0,1398673000.0,298607000.0,0.10957669014229224
13781,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,1,2018-03-08 08:20:52,2017-01-01,2017-12-31,2985242000.0,57737000.0,1147624000.0,298901000.0,0.11704569661731629
13781,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,1,2019-03-11 19:52:29,2018-01-01,2018-12-31,2723444000.0,57737000.0,966647000.0,151247000.0,0.06380776879740326
13781,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,1,2020-03-05 19:53:00,2019-01-01,2019-12-31,2956464000.0,57737000.0,1128137000.0,211280000.0,0.08100990922043683
13781,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,1,2021-03-04 19:20:48,2020-01-01,2020-12-31,3075269000.0,57737000.0,997734000.0,219680000.0,0.0860218759018533
13781,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,1,2022-02-23 19:59:28,2021-01-01,2021-12-31,3459214000.0,57737000.0,1690397000.0,155743000.0,0.04766952135506896
13986,SUZANO S.A.,1,2011-03-01 10:28:30,2010-01-01,2010-12-31,18913509000.0,408892000.0,3420957000.0,1151445000.0,0.09546348138078872
13986,SUZANO S.A.,1,2012-03-26 09:53:00,2011-01-01,2011-12-31,21657079000.0,408892000.0,5469767000.0,676357000.0,0.04466373151032442
13986,SUZANO S.A.,1,2013-03-12 09:06:34,2012-01-01,2012-12-31,25353437000.0,1107677000.0,6381496000.0,544355000.0,0.03131433156380845
13986,SUZANO S.A.,1,2014-03-14 00:15:31,2013-01-01,2013-12-31,27149343000.0,1107739000.0,9187345000.0,975567000.0,0.04908615948892314
13986,SUZANO S.A.,1,2015-03-05 11:59:28,2014-01-01,2014-12-31,28119456000.0,1107739000.0,10074470000.0,1229569000.0,0.060303727360641955
13986,SUZANO S.A.,1,2016-02-19 08:15:42,2015-01-01,2015-12-31,28259985000.0,1107739000.0,12262792000.0,3069984000.0,0.14309029002408916
13986,SUZANO S.A.,1,2017-02-08 18:44:39,2016-01-01,2016-12-31,29399313000.0,1107739000.0,10317467000.0,1317093000.0,0.06437102343335682
13986,SUZANO S.A.,1,2018-02-07 19:33:40,2017-01-01,2017-12-31,28522982000.0,1105826145000.0,9483518000.0,3257905000.0,0.15436597420752698
13986,SUZANO S.A.,1,2019-02-21 19:48:22,2018-01-01,2018-12-31,53932644000.0,1105826000.0,10251491000.0,5005759000.0,0.22470095961714787
13986,SUZANO S.A.,1,2020-02-12 18:17:33,2019-01-01,2019-12-31,97908225000.0,1361263584.0,54284568000.0,2628578000.0,0.03632010302471502
13986,SUZANO S.A.,1,2021-02-10 18:30:00,2020-01-01,2020-12-31,101800748000.0,1361263584.0,63852746000.0,8443394000.0,0.11860344561276505
13986,SUZANO S.A.,1,2022-02-09 18:00:34,2021-01-01,2021-12-31,118975152000.0,1361263584.0,58529578000.0,18180191000.0,0.24666254698410853
13986,SUZANO S.A.,2,2018-02-09 12:17:10,2017-01-01,2017-12-31,28522982000.0,1105826000.0,9483518000.0,3257905000.0,0.15436597420752698
14010,PREDILETO ALIMENTOS SA,1,2011-07-14 09:18:23,2010-01-01,2010-12-31,491648.0,396142.0,124234.0,1642.0,0.005588360418616523
14028,VALE FERTILIZANTES S.A.,1,2011-03-24 18:22:04,2010-01-01,2010-12-31,5890527000.0,422472568.0,-45617000.0,127028000.0,0.03629391130980425
14109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,1,2011-03-16 07:37:57,2010-01-01,2010-12-31,3711245000.0,243785000.0,69816000.0,450228000.0,0.26679260801702814
14109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,1,2012-02-28 08:02:22,2011-01-01,2011-12-31,4016536000.0,243785000.0,379538000.0,459779000.0,0.20517641157822586
14109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,1,2013-02-28 07:51:03,2012-01-01,2012-12-31,4321295000.0,243785000.0,762000000.0,167919000.0,0.06409961304094391
14109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,1,2014-03-13 07:46:23,2013-01-01,2013-12-31,4906918000.0,243785000.0,1192137000.0,446422000.0,0.1574711325969287
14109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,1,2015-03-12 07:39:13,2014-01-01,2014-12-31,4873531000.0,304731816000.0,1058638000.0,369412000.0,0.13183953358729641
14109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,1,2016-03-23 07:34:39,2015-01-01,2015-12-31,5183866000.0,304731000.0,1362366000.0,37230000.0,0.012620193529972875
14109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,1,2017-03-24 07:33:51,2016-01-01,2016-12-31,4868291000.0,345776000.0,614692000.0,21386000.0,0.008537407144818952
14109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,1,2018-03-14 07:52:24,2017-01-01,2017-12-31,4970681000.0,345776000.0,555361000.0,190946000.0,0.07751256383401937
14109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,1,2019-03-20 07:42:57,2018-01-01,2018-12-31,5838143000.0,345776000.0,1110864000.0,437490000.0,0.13862935999302878
14109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,1,2020-03-05 08:15:00,2019-01-01,2019-12-31,6328114000.0,345776000.0,880515000.0,530958000.0,0.1737156863931906
14109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,1,2021-03-04 18:23:04,2020-01-01,2020-12-31,8980458000.0,345776000.0,1144699000.0,1014440000.0,0.2663366994297248
14109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,1,2022-02-24 19:36:51,2021-01-01,2021-12-31,10719787000.0,329331000.0,1812935000.0,1100515000.0,0.21631000407848378
14109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,2,2014-04-02 11:18:19,2013-01-01,2013-12-31,4906918000.0,243785000.0,1192137000.0,446422000.0,0.1574711325969287
14109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,2,2015-03-12 11:27:34,2014-01-01,2014-12-31,4873531000.0,304731000.0,1058638000.0,369412000.0,0.13183953358729641
14109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,2,2021-03-08 17:46:41,2020-01-01,2020-12-31,8980458000.0,345776000.0,1144699000.0,1014440000.0,0.2663366994297248
14109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,3,2021-03-11 19:59:12,2020-01-01,2020-12-31,8980458000.0,345776000.0,1144699000.0,1014440000.0,0.2663366994297248
14133,TEC TOY S/A,1,2014-03-27 18:01:38,2013-01-01,2013-12-31,86565000.0,1322640735000.0,50974000.0,2633000.0,0.0490800976755457
14311,CIA PARANAENSE DE ENERGIA - COPEL,1,2011-03-28 23:49:45,2010-01-01,2010-12-31,17859432000.0,273655375.0,-407355000.0,1032307000.0,0.09480734255525868
14311,CIA PARANAENSE DE ENERGIA - COPEL,1,2012-03-26 22:41:35,2011-01-01,2011-12-31,19121663000.0,273655375.0,540660000.0,1359148000.0,0.10778173965368319
14311,CIA PARANAENSE DE ENERGIA - COPEL,1,2013-03-25 22:42:47,2012-01-01,2012-12-31,21211554000.0,273655375.0,1106105000.0,1000519000.0,0.0735480886938556
14311,CIA PARANAENSE DE ENERGIA - COPEL,1,2014-03-17 22:30:12,2013-01-01,2013-12-31,23111445000.0,273655375.0,2398899000.0,1226193000.0,0.07999875519086388
14311,CIA PARANAENSE DE ENERGIA - COPEL,1,2015-03-20 23:44:53,2014-01-01,2014-12-31,25618142000.0,273655375.0,4841655000.0,1709914000.0,0.09230586519912753
14311,CIA PARANAENSE DE ENERGIA - COPEL,1,2016-03-17 21:26:51,2015-01-01,2015-12-31,28947657000.0,273655375.0,5871987000.0,1908738000.0,0.09330732362605172
14311,CIA PARANAENSE DE ENERGIA - COPEL,1,2017-03-28 19:00:23,2016-01-01,2016-12-31,30434209000.0,273655375.0,7551337000.0,2044102000.0,0.0900216468356614
14311,CIA PARANAENSE DE ENERGIA - COPEL,1,2018-04-12 22:54:39,2017-01-01,2017-12-31,33181647000.0,273655375.0,8729695000.0,2147158000.0,0.08850804147889806
14311,CIA PARANAENSE DE ENERGIA - COPEL,1,2019-03-28 23:06:05,2018-01-01,2018-12-31,35930100000.0,273655375.0,9491964000.0,2394047000.0,0.09269128468914842
14311,CIA PARANAENSE DE ENERGIA - COPEL,1,2020-03-25 21:23:37,2019-01-01,2019-12-31,38312550000.0,273655375.0,8627107000.0,3190681000.0,0.12166414448571626
14311,CIA PARANAENSE DE ENERGIA - COPEL,1,2021-03-17 23:37:32,2020-01-01,2020-12-31,46784664000.0,2736553750.0,6721582000.0,4253266000.0,0.15769131806570494
14311,CIA PARANAENSE DE ENERGIA - COPEL,1,2022-03-22 20:09:24,2021-01-01,2021-12-31,49537535000.0,2736553750.0,8336913000.0,5446038000.0,0.1784875322445342
14311,CIA PARANAENSE DE ENERGIA - COPEL,2,2011-03-29 21:10:37,2010-01-01,2010-12-31,17859432000.0,273655375.0,-407355000.0,1032307000.0,0.09480734255525868
14311,CIA PARANAENSE DE ENERGIA - COPEL,2,2014-09-30 17:20:50,2013-01-01,2013-12-31,23111445000.0,273655375.0,2398899000.0,1226193000.0,0.07999875519086388
14311,CIA PARANAENSE DE ENERGIA - COPEL,2,2018-05-14 22:44:52,2017-01-01,2017-12-31,33162377000.0,273655375.0,8729695000.0,2141381000.0,0.08834007874028092
14311,CIA PARANAENSE DE ENERGIA - COPEL,2,2020-03-25 22:16:15,2019-01-01,2019-12-31,38312550000.0,273655375.0,8627107000.0,3190681000.0,0.12166414448571626
14311,CIA PARANAENSE DE ENERGIA - COPEL,2,2021-05-05 21:22:05,2020-01-01,2020-12-31,46784664000.0,2736553750.0,6721582000.0,4253266000.0,0.15769131806570494
14320,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,1,2011-02-24 20:09:31,2010-01-01,2010-12-31,31819559000.0,1013786190.0,3198022000.0,2138348000.0,0.09620298928456014
14320,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,1,2012-03-07 16:16:27,2011-01-01,2011-12-31,33360425000.0,1013786190.0,3571947000.0,692819000.0,0.030674503563068202
14320,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,1,2014-02-14 09:36:36,2013-01-01,2013-12-31,31357994000.0,1013786190.0,3372165000.0,700880000.0,0.03156248437929921
14320,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,1,2015-02-18 12:33:14,2014-01-01,2014-12-31,30484062000.0,1013786190.0,3832312000.0,706748000.0,0.031280440978675376
14320,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,1,2018-02-09 08:54:22,2017-01-01,2017-12-31,25984477000.0,1253079108.0,4321491000.0,883870000.0,0.04531399036833542
14320,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,1,2019-02-15 08:18:09,2018-01-01,2018-12-31,26523851000.0,1253079108.0,4156441000.0,1142271000.0,0.05753403171740347
14320,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,1,2020-02-14 07:52:07,2019-01-01,2019-12-31,26337032000.0,1253079108.0,3185097000.0,952511000.0,0.05079847074103207
14320,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,1,2021-02-12 07:57:07,2020-01-01,2020-12-31,29952137000.0,1253079108.0,1100258000.0,2928465000.0,0.16325092700430607
14320,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,1,2022-02-11 07:52:46,2021-01-01,2021-12-31,39481569000.0,1253079108.0,-723972000.0,11490462000.0,0.4861726259767964
14320,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,2,2011-03-11 11:07:41,2010-01-01,2010-12-31,31819559000.0,1013786190.0,3198022000.0,2138348000.0,0.09620298928456014
14320,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,2,2012-03-07 17:57:23,2011-01-01,2011-12-31,33360425000.0,1013786190.0,3571947000.0,692819000.0,0.030674503563068202
14320,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,2,2015-02-27 18:06:02,2014-01-01,2014-12-31,30484062000.0,1013786190.0,3832312000.0,706748000.0,0.031280440978675376
14320,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,3,2011-03-16 17:01:24,2010-01-01,2010-12-31,31819559000.0,1013786190.0,3198022000.0,2138348000.0,0.09620298928456014
14320,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,3,2015-03-04 17:20:34,2014-01-01,2014-12-31,30484062000.0,1013786190.0,3832312000.0,706748000.0,0.031280440978675376
14346,WHIRLPOOL S.A.,1,2011-03-25 05:01:49,2010-01-01,2010-12-31,4852128000.0,1502786000.0,-400118000.0,762133000.0,0.5777446420124444
14346,WHIRLPOOL S.A.,1,2012-02-28 07:48:22,2011-01-01,2011-12-31,5258175000.0,1502786000.0,-580184000.0,360321000.0,0.2927059301380991
14346,WHIRLPOOL S.A.,1,2013-02-28 09:32:45,2012-01-01,2012-12-31,5968374000.0,1502786000.0,-266017000.0,871525000.0,0.4671318018924861
14346,WHIRLPOOL S.A.,1,2014-02-19 09:04:07,2013-01-01,2013-12-31,6576714000.0,1502786000.0,-833042000.0,1068250000.0,0.6546877049250656
14346,WHIRLPOOL S.A.,1,2015-02-27 09:46:52,2014-01-01,2014-12-31,6187370000.0,1502786000.0,-511671000.0,1053199000.0,0.649506610086603
14346,WHIRLPOOL S.A.,1,2016-02-18 09:02:31,2015-01-01,2015-12-31,6551278000.0,1502786000.0,-289372000.0,412374000.0,0.18576434640297637
14346,WHIRLPOOL S.A.,1,2017-02-22 08:42:15,2016-01-01,2016-12-31,6569138000.0,1502786000.0,-418993000.0,304523000.0,0.1432512135448493
14346,WHIRLPOOL S.A.,1,2018-02-28 09:19:40,2017-01-01,2017-12-31,6852312000.0,1502786000.0,-924946000.0,387483000.0,0.26727850262289315
14346,WHIRLPOOL S.A.,1,2019-03-26 08:18:24,2018-01-01,2018-12-31,7779990000.0,1502786000.0,-506571000.0,238848000.0,0.1418509973007403
14346,WHIRLPOOL S.A.,1,2020-03-12 06:22:15,2019-01-01,2019-12-31,7634362000.0,1502785000.0,-1037829000.0,706488000.0,0.35659132274662253
14346,WHIRLPOOL S.A.,1,2021-03-24 06:29:23,2020-01-01,2020-12-31,7100413000.0,1502786000.0,-1609822000.0,978490000.0,3.069396999269109
14346,WHIRLPOOL S.A.,1,2022-03-25 00:17:14,2021-01-01,2021-12-31,9164610000.0,1502786000.0,-493908000.0,1096963000.0,0.6786776661114975
14346,WHIRLPOOL S.A.,2,2011-03-25 16:57:10,2010-01-01,2010-12-31,4852128000.0,1502786000.0,-400118000.0,762133000.0,0.5777446420124444
14346,WHIRLPOOL S.A.,2,2013-04-19 18:00:59,2012-01-01,2012-12-31,5968374000.0,1502786000.0,-266017000.0,871525000.0,0.4671318018924861
14346,WHIRLPOOL S.A.,2,2019-03-26 16:28:25,2018-01-01,2018-12-31,7779990000.0,1502786000.0,-506571000.0,238848000.0,0.1418509973007403
14346,WHIRLPOOL S.A.,2,2020-03-24 06:59:45,2019-01-01,2019-12-31,7634362000.0,1502785000.0,-1037829000.0,706488000.0,0.35659132274662253
14443,CIA SANEAMENTO BASICO EST SAO PAULO,1,2011-03-29 19:55:38,2010-01-01,2010-12-31,23350584000.0,227836000.0,6275436000.0,2672163000.0,0.16745776022865114
14443,CIA SANEAMENTO BASICO EST SAO PAULO,1,2012-03-23 19:01:39,2011-01-01,2011-12-31,25214984000.0,227836000.0,6446306000.0,2354387000.0,0.1385569098107473
14443,CIA SANEAMENTO BASICO EST SAO PAULO,1,2013-03-21 23:46:48,2012-01-01,2012-12-31,26675793000.0,227836623.0,7148142000.0,2845260000.0,0.15083239948601865
14443,CIA SANEAMENTO BASICO EST SAO PAULO,2,2013-03-22 11:36:57,2012-01-01,2012-12-31,26675793000.0,227836623.0,7148142000.0,2845260000.0,0.15083239948601865
14443,CIA SANEAMENTO BASICO EST SAO PAULO,3,2013-03-25 17:07:01,2012-01-01,2012-12-31,26675793000.0,227836623.0,7148142000.0,2845260000.0,0.15083239948601865
14451,CIA ENERGETICA DE BRASILIA,1,2011-07-15 18:20:12,2010-01-01,2010-12-31,2119934.0,9183.0,386971.0,83684.0,0.07598814830419595
14451,CIA ENERGETICA DE BRASILIA,1,2012-03-31 17:50:54,2011-01-01,2011-12-31,2170285000.0,9183458.0,358735000.0,144133000.0,0.13046473189797658
14451,CIA ENERGETICA DE BRASILIA,1,2013-03-27 17:57:33,2012-01-01,2012-12-31,2424419000.0,9183458.0,226588000.0,55482000.0,0.05291185934421414
14451,CIA ENERGETICA DE BRASILIA,1,2015-03-27 16:24:11,2014-01-01,2014-12-31,2709827000.0,9183458.0,255105000.0,18778000.0,0.02857064608793028
14451,CIA ENERGETICA DE BRASILIA,1,2016-03-30 13:33:20,2015-01-01,2015-12-31,3344728000.0,14416383.0,330040000.0,257579000.0,0.22381417043413585
14451,CIA ENERGETICA DE BRASILIA,1,2017-03-28 18:17:32,2016-01-01,2016-12-31,3156892000.0,14416383.0,314853000.0,136673000.0,0.11768671926732217
14451,CIA ENERGETICA DE BRASILIA,1,2018-03-29 14:37:54,2017-01-01,2017-12-31,3637085000.0,14416383.0,414969000.0,241940000.0,0.19364851441958672
14451,CIA ENERGETICA DE BRASILIA,1,2019-03-29 20:48:12,2018-01-01,2018-12-31,3741671000.0,14416383.0,357361000.0,236356000.0,0.20553928887907189
14451,CIA ENERGETICA DE BRASILIA,1,2020-03-26 19:40:11,2019-01-01,2019-12-31,3687355000.0,14416383.0,36837000.0,253275000.0,0.24411765839816793
14451,CIA ENERGETICA DE BRASILIA,1,2021-03-26 18:13:52,2020-01-01,2020-12-31,3833792000.0,14416383.0,-41602000.0,131329000.0,0.15284623433031938
14451,CIA ENERGETICA DE BRASILIA,1,2022-03-25 18:57:07,2021-01-01,2021-12-31,1514386000.0,72081915.0,-714792000.0,1879205000.0,5.471887930256327
14451,CIA ENERGETICA DE BRASILIA,2,2011-07-18 14:19:40,2010-01-01,2010-12-31,2119934000.0,9183000.0,386971000.0,83684000.0,0.07598814830419595
14451,CIA ENERGETICA DE BRASILIA,2,2012-04-09 17:42:04,2011-01-01,2011-12-31,2170285000.0,9183458.0,358735000.0,144133000.0,0.13046473189797658
14451,CIA ENERGETICA DE BRASILIA,2,2013-03-28 15:57:27,2012-01-01,2012-12-31,2424419000.0,9183458.0,226588000.0,55482000.0,0.05291185934421414
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,1,2011-03-28 20:03:49,2010-12-31,2010-12-31,12042561000.0,423004000.0,2582837000.0,748764000.0,0.10306776232818805
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,1,2012-03-26 22:41:49,2011-01-01,2011-12-31,13416769000.0,423004000.0,3730994000.0,730779000.0,0.08444641404429983
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,1,2013-03-21 21:06:37,2012-01-01,2012-12-31,13829895000.0,416659000.0,2486022000.0,921483000.0,0.11694944035836559
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,1,2014-03-20 19:48:31,2013-01-01,2013-12-31,14387099000.0,416659000.0,2653590000.0,1002012000.0,0.11325192102118102
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,1,2015-03-19 19:24:18,2014-01-01,2014-12-31,13420612000.0,399743000.0,2602782000.0,960263000.0,0.10704524889954738
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,1,2016-03-23 19:04:39,2015-01-01,2015-12-31,12729588000.0,399743000.0,1587206000.0,672807000.0,0.0813935918698229
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,1,2017-03-23 18:21:12,2016-01-01,2016-12-31,11879699000.0,399743000.0,1893378000.0,239200000.0,0.027620864376013264
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,1,2018-03-22 18:34:33,2017-01-01,2017-12-31,10401541000.0,399743000.0,1330912000.0,16818000.0,0.0021851746463610955
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,1,2019-03-21 17:57:46,2018-01-01,2018-12-31,9829268000.0,399815000.0,966697000.0,52442000.0,0.008062408409675259
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,1,2020-03-19 17:09:03,2019-01-01,2019-12-31,9987778000.0,399743000.0,1139220000.0,589896000.0,0.09341686167575372
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,1,2021-03-18 17:20:56,2020-01-01,2020-12-31,11433926000.0,399743000.0,861104000.0,2204877000.0,0.3311753912593658
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,1,2022-03-17 17:18:37,2021-01-01,2021-12-31,13841170000.0,399743000.0,1136756000.0,1062937000.0,0.13389341804934826
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2,2011-03-29 19:24:32,2010-01-01,2010-12-31,12042561000.0,423004000.0,2582837000.0,748764000.0,0.10306776232818805
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2,2016-03-23 20:37:38,2015-01-01,2015-12-31,12729588000.0,399743000.0,1587206000.0,672807000.0,0.0813935918698229
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2,2019-03-27 13:30:43,2018-01-01,2018-12-31,9829268000.0,399815000.0,966697000.0,52442000.0,0.008062408409675259
14540,VBC ENERGIA SA,1,2011-03-30 23:30:04,2010-01-01,2010-12-31,5835776000.0,4042288.0,2883775000.0,713818000.0,0.16136461560789161
14559,M&G POLIÉSTER SA,1,2011-03-25 18:00:00,2010-01-01,2010-12-31,1582486000.0,8024960000.0,449251000.0,77176000.0,0.10889828953940889
14559,M&G POLIÉSTER SA,1,2012-03-09 18:57:19,2011-01-01,2011-12-31,1714944000.0,8024960000.0,483575000.0,32478000.0,0.04841003198716936
14559,M&G POLIÉSTER SA,1,2013-03-14 16:16:29,2012-01-01,2012-12-31,1686001000.0,8024960000.0,421174000.0,66447000.0,0.1109308091052513
14559,M&G POLIÉSTER SA,1,2014-03-14 16:09:31,2013-01-01,2013-12-31,1306135000.0,8024960000.0,386185000.0,101356000.0,0.15434492945628422
14621,NET SERVIÇOS DE COMUNICAÇÃO S.A.,1,2011-02-18 08:25:06,2010-01-01,2010-12-31,8541244000.0,215354351000.0,1356691000.0,658059000.0,0.12725073902265885
14621,NET SERVIÇOS DE COMUNICAÇÃO S.A.,1,2012-02-14 20:01:22,2011-01-01,2011-12-31,8894897000.0,342964000.0,1448204000.0,879929000.0,0.15612531699988805
14621,NET SERVIÇOS DE COMUNICAÇÃO S.A.,1,2013-03-12 18:57:39,2012-01-01,2012-12-31,9759180000.0,342964000.0,1894433000.0,933183000.0,0.1440992505528898
14621,NET SERVIÇOS DE COMUNICAÇÃO S.A.,1,2014-03-19 19:39:08,2013-01-01,2013-12-31,12826492000.0,342964000.0,2374427000.0,1053801000.0,0.1299775925158238
14621,NET SERVIÇOS DE COMUNICAÇÃO S.A.,2,2011-02-18 10:24:59,2010-01-01,2010-12-31,8541244000.0,342964000.0,1356691000.0,658059000.0,0.12725073902265885
14664,SCHULZ S.A.,1,2011-03-17 11:21:42,2010-01-01,2010-12-31,700655000.0,63817000.0,226979000.0,82180000.0,0.17429997921465323
14664,SCHULZ S.A.,1,2012-03-08 20:45:23,2011-01-01,2011-12-31,830513000.0,63816925000.0,307705000.0,89292000.0,0.15138445262751002
14664,SCHULZ S.A.,1,2013-02-27 15:36:52,2012-01-01,2012-12-31,860025000.0,63816925.0,282712000.0,84874000.0,0.14195184200887428
14664,SCHULZ S.A.,1,2014-02-26 18:07:13,2013-01-01,2013-12-31,957343000.0,63816925.0,271645000.0,124521000.0,0.19753762100113267
14664,SCHULZ S.A.,1,2015-03-16 11:18:48,2014-01-01,2014-12-31,1012083000.0,63816925.0,214408000.0,87117000.0,0.14206460639801963
14664,SCHULZ S.A.,1,2016-03-24 18:00:21,2015-01-01,2015-12-31,1003959000.0,63816925.0,165038000.0,75478000.0,0.12519468887101187
14664,SCHULZ S.A.,1,2017-03-23 08:11:43,2016-01-01,2016-12-31,936439000.0,63816925.0,93115000.0,38524000.0,0.07005599169308041
14664,SCHULZ S.A.,1,2018-03-26 18:15:26,2017-01-01,2017-12-31,1077513000.0,63816925.0,112134000.0,58215000.0,0.09713346570336877
14664,SCHULZ S.A.,1,2019-03-08 18:22:27,2018-01-31,2018-12-31,1291194000.0,89343695.0,216019000.0,88077000.0,0.1163923486074862
14664,SCHULZ S.A.,1,2020-02-27 18:30:41,2019-01-01,2019-12-31,1397290000.0,89343695.0,218452000.0,96362000.0,0.11491462078127442
14664,SCHULZ S.A.,1,2021-03-03 18:44:53,2020-01-01,2020-12-31,1782481000.0,89343695.0,244445000.0,143693000.0,0.14561202082241864
