,cia_id,cia_nome,doc_env,per_ini,per_fim,shares_outstanding,ebit,roic
714,4820,BRASKEM S.A.,2012-03-14 09:48:31,2011-01-01,2011-12-31,801665617000.0,1929905000.0,0.08789068192681888
715,4820,BRASKEM S.A.,2012-03-14 14:08:47,2011-01-01,2011-12-31,801665000.0,1929905000.0,0.08789068192681888
716,4820,BRASKEM S.A.,2012-03-26 20:08:37,2011-01-01,2011-12-31,801665000.0,1929905000.0,0.08789068192681888
717,4820,BRASKEM S.A.,2013-02-07 10:13:32,2012-01-01,2012-12-31,797265348.0,1538603000.0,0.0677331111078828
718,4820,BRASKEM S.A.,2014-02-13 09:41:31,2013-01-01,2013-12-31,797265348.0,2739921000.0,0.12533232893805188
719,4820,BRASKEM S.A.,2014-03-17 17:45:42,2013-01-01,2013-12-31,797265348.0,2739921000.0,0.12533232893805188
720,4820,BRASKEM S.A.,2015-02-12 09:39:42,2014-01-01,2014-12-31,797265348.0,3569208000.0,0.1611538830562369
721,4820,BRASKEM S.A.,2016-02-18 10:22:20,2015-01-01,2015-12-31,797265248.0,7052191000.0,0.33209260329438994
722,4820,BRASKEM S.A.,2017-08-15 22:19:29,2016-01-01,2016-12-31,797257604.0,5951247000.0,0.34682078600512956
723,4820,BRASKEM S.A.,2018-03-29 05:11:07,2017-01-01,2017-12-31,797257604.0,9359062000.0,0.4023646970072889
724,4820,BRASKEM S.A.,2019-03-13 19:01:57,2018-01-01,2018-12-31,797218554.0,8303943000.0,0.35837766187008135
727,4820,BRASKEM S.A.,2022-03-16 19:43:41,2021-01-01,2021-12-31,797207834.0,26043547000.0,0.8960288757243032
728,4863,CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA,2011-04-01 15:02:55,2010-01-01,2010-12-31,23153.0,11915000.0,-51.35775862068966
729,4863,CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA,2012-03-13 16:48:46,2011-01-01,2011-12-31,23153.0,307000.0,0.4348441926345609
731,4863,CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA,2014-03-27 14:43:58,2013-01-01,2013-12-31,23153.0,966000.0,0.11371394938198941
732,4863,CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA,2015-03-24 10:18:34,2014-01-01,2014-12-31,23153.0,2188000.0,0.6642380085003036
738,4863,CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA,2021-03-16 16:39:52,2020-01-01,2020-12-31,23153.0,5929000.0,-0.40153054313964515
740,5150,DHB IND E COMERCIO SA,2011-04-04 13:53:22,2010-01-01,2010-12-31,4197.0,18543.0,0.16402766966244428
741,5150,DHB IND E COMERCIO SA,2011-04-04 14:55:27,2010-01-01,2010-12-31,4197000.0,18543000.0,0.16402766966244428
742,5150,DHB IND E COMERCIO SA,2012-04-03 13:17:35,2011-01-01,2011-12-31,4197000.0,19990000.0,0.17688543593101558
746,5207,DOHLER S.A.,2012-03-26 17:36:46,2011-01-01,2011-12-31,50430190000.0,23236000.0,0.06387201407405371
747,5207,DOHLER S.A.,2012-03-27 09:04:58,2011-01-01,2011-12-31,50430190.0,23236000.0,0.06387201407405371
748,5207,DOHLER S.A.,2013-03-25 16:57:40,2012-01-01,2012-12-31,50430190.0,22584000.0,0.05927652403974866
749,5207,DOHLER S.A.,2014-03-24 16:26:57,2013-01-01,2013-12-31,50430190.0,45095000.0,0.1136025836746827
750,5207,DOHLER S.A.,2015-03-23 17:16:21,2014-01-01,2014-12-31,60516228.0,41559000.0,0.0987140264700573
751,5207,DOHLER S.A.,2016-03-23 16:40:41,2015-01-01,2015-12-31,60516228.0,27083000.0,0.058721750876500674
752,5207,DOHLER S.A.,2017-03-24 10:47:54,2016-01-01,2016-12-31,60516228.0,17903000.0,0.039623923527576065
753,5207,DOHLER S.A.,2018-03-28 14:41:07,2017-01-01,2017-12-31,60516228.0,33016000.0,0.06896594942023566
754,5207,DOHLER S.A.,2019-03-25 11:44:57,2018-01-01,2018-12-31,60516228.0,32048000.0,0.057759234394571556
755,5207,DOHLER S.A.,2020-03-26 16:44:30,2019-01-01,2019-12-31,60516228.0,6385000.0,0.011551814910434988
756,5207,DOHLER S.A.,2021-03-29 08:29:41,2020-01-01,2020-12-31,75645285.0,69217000.0,0.1150057239510382
759,5258,RAIA DROGASIL S.A.,2012-03-26 20:52:19,2011-01-01,2011-12-31,330386000.0,79557000.0,0.03931627817562822
760,5258,RAIA DROGASIL S.A.,2013-03-27 18:31:46,2012-01-01,2012-12-31,330386000.0,160624000.0,0.07014552803917082
761,5258,RAIA DROGASIL S.A.,2014-03-17 19:47:05,2013-01-01,2013-12-31,330386000.0,149834000.0,0.0643085629868455
763,5258,RAIA DROGASIL S.A.,2016-02-18 18:05:36,2015-01-01,2015-12-31,330386000.0,500863000.0,0.18639294266942302
764,5258,RAIA DROGASIL S.A.,2017-02-16 18:04:56,2016-01-01,2016-12-31,330386000.0,705538000.0,0.2295708411601765
765,5258,RAIA DROGASIL S.A.,2018-02-22 19:00:00,2017-01-01,2017-12-31,330386000.0,792584000.0,0.22037905072157105
766,5258,RAIA DROGASIL S.A.,2019-02-26 20:11:31,2018-01-01,2018-12-31,330386000.0,721510000.0,0.17443160623051876
767,5258,RAIA DROGASIL S.A.,2020-02-19 19:51:53,2019-01-01,2019-12-31,330386000.0,1118469000.0,0.2280881927389471
768,5258,RAIA DROGASIL S.A.,2021-03-09 20:58:20,2020-01-01,2020-12-31,1651930000.0,915984000.0,0.17619420787971188
769,5258,RAIA DROGASIL S.A.,2022-02-22 19:44:29,2021-01-01,2021-12-31,1651930000.0,1366472000.0,0.23287216939057986
770,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2011-04-04 08:30:18,2010-01-01,2010-12-31,47401000.0,15439000.0,0.05420787820695128
771,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2011-04-04 19:22:38,2010-01-01,2010-12-31,47401000.0,15439000.0,0.05420787820695128
772,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2012-03-31 00:54:07,2011-01-01,2011-12-31,284406078000.0,14845000.0,0.06396501206480525
773,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2012-04-02 18:27:29,2011-01-01,2011-12-31,284406078.0,14845000.0,0.06396501206480525
774,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2012-04-09 18:24:59,2011-01-01,2011-12-31,284406078.0,14845000.0,0.06396501206480525
775,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2013-03-29 01:53:23,2012-01-01,2012-12-31,297631213.0,27483000.0,0.14038842688134692
776,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2013-04-03 18:07:30,2012-01-01,2012-12-31,297631213.0,27483000.0,0.14038842688134692
777,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2013-04-09 18:05:05,2012-01-01,2012-12-31,297631213.0,27483000.0,0.14038842688134692
778,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2014-04-01 01:32:35,2013-01-01,2013-12-31,2480260.0,42165000.0,0.22289003774303023
779,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2015-04-30 23:50:09,2014-01-01,2014-12-31,2480260.0,8114000.0,0.0593901421440178
780,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2016-04-20 17:46:39,2015-01-01,2015-12-31,2480260.0,12531000.0,0.11792883426345062
781,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2017-03-30 23:19:55,2016-01-01,2016-12-31,2480260.0,47476000.0,0.8183965110065332
782,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2018-03-27 19:46:50,2017-01-01,2017-12-31,2480260.0,28417000.0,6.338835601159937
783,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2019-03-29 19:37:34,2018-01-01,2018-12-31,2480260.0,55972000.0,1.0435917515009137
784,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2020-03-27 20:30:58,2019-01-01,2019-12-31,2480260.0,55363000.0,1.0320638293906008
785,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2021-03-26 20:02:48,2020-01-01,2020-12-31,2480260.0,48312000.0,1.3444648522290867
786,5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2022-03-28 21:45:31,2021-01-01,2021-12-31,2480260.0,95479000.0,-0.22224886174244188
797,5380,ELECTRO ACO ALTONA S.A.,2019-03-29 07:16:17,2018-01-01,2018-12-31,22500000.0,20160000.0,0.087179886354791
798,5380,ELECTRO ACO ALTONA S.A.,2020-03-30 15:23:55,2019-01-01,2019-12-31,22500000.0,27074000.0,0.1121016259994286
799,5380,ELECTRO ACO ALTONA S.A.,2021-03-29 07:32:18,2020-01-01,2020-12-31,22500000.0,32015000.0,0.12684482656154045
800,5380,ELECTRO ACO ALTONA S.A.,2022-03-24 23:26:22,2021-01-01,2021-12-31,22500000.0,44493000.0,0.15140213629697183
801,5410,WEG S.A.,2011-02-23 09:33:59,2010-01-01,2010-12-31,620905029.0,602637000.0,0.17673763990259792
802,5410,WEG S.A.,2012-02-15 10:37:36,2011-01-01,2011-12-31,620405029.0,663125000.0,0.14959837137709686
803,5410,WEG S.A.,2013-02-27 08:08:55,2012-01-01,2012-12-31,620405029.0,808411000.0,0.188970880086471
804,5410,WEG S.A.,2014-02-26 07:27:42,2013-01-01,2013-12-31,620905029.0,1011753000.0,0.22596523216672265
805,5410,WEG S.A.,2015-02-25 07:38:22,2014-01-01,2014-12-31,807176538.0,1094352000.0,0.2172093566081462
806,5410,WEG S.A.,2016-02-24 07:30:44,2015-01-01,2015-12-31,1614353076.0,1158245000.0,0.16848991507315178
807,5410,WEG S.A.,2017-02-22 07:44:51,2016-01-01,2016-12-31,1614353076.0,1063674000.0,0.18637379257948897
808,5410,WEG S.A.,2018-02-28 07:56:32,2017-01-01,2017-12-31,1614353076.0,1182412000.0,0.1869125253832664
809,5410,WEG S.A.,2019-02-20 07:36:40,2018-01-01,2018-12-31,2098658999.0,1507031000.0,0.18615702114376623
810,5410,WEG S.A.,2019-04-10 10:07:36,2018-01-01,2018-12-31,2098658999.0,1507031000.0,0.18615702114376623
811,5410,WEG S.A.,2020-02-19 07:38:56,2019-01-01,2019-12-31,2098658999.0,1847734000.0,0.2361415560594876
812,5410,WEG S.A.,2021-02-24 07:41:28,2020-01-01,2020-12-31,2098658999.0,2816324000.0,0.30840355569416544
813,5410,WEG S.A.,2022-02-16 07:05:37,2021-01-01,2021-12-31,4197317998.0,4158343000.0,0.33048223856147335
828,5762,ETERNIT S.A. - Em Recuperação Judicial,2011-03-10 22:21:26,2010-01-01,2010-12-31,89500000000.0,123661000.0,0.3475849701494215
829,5762,ETERNIT S.A. - Em Recuperação Judicial,2011-03-11 11:18:46,2010-01-01,2010-12-31,89500000.0,123661000.0,0.3475849701494215
830,5762,ETERNIT S.A. - Em Recuperação Judicial,2012-03-12 17:47:08,2011-01-01,2011-12-31,89500000.0,117301000.0,0.28087369411606955
831,5762,ETERNIT S.A. - Em Recuperação Judicial,2013-03-15 03:52:59,2012-01-01,2012-12-31,89500000.0,155553000.0,0.3353201377900986
832,5762,ETERNIT S.A. - Em Recuperação Judicial,2013-03-15 04:25:01,2012-01-01,2012-12-31,89500000.0,155553000.0,0.3353201377900986
833,5762,ETERNIT S.A. - Em Recuperação Judicial,2013-03-15 16:57:06,2012-01-01,2012-12-31,89500000.0,155553000.0,0.3353201377900986
834,5762,ETERNIT S.A. - Em Recuperação Judicial,2014-03-17 10:31:17,2013-01-01,2013-12-31,89500000.0,143247000.0,0.26534445487938385
835,5762,ETERNIT S.A. - Em Recuperação Judicial,2015-03-12 08:31:33,2014-01-01,2014-12-31,179000000.0,127796000.0,0.21502098118591653
836,5762,ETERNIT S.A. - Em Recuperação Judicial,2016-03-28 09:02:59,2015-01-01,2015-12-31,179000000.0,92143000.0,0.14284296931317
837,5762,ETERNIT S.A. - Em Recuperação Judicial,2016-03-28 20:20:49,2015-01-01,2015-12-31,179000000.0,92143000.0,0.14284296931317
842,5762,ETERNIT S.A. - Em Recuperação Judicial,2020-03-25 19:31:53,2019-01-01,2019-12-31,31774000.0,37401000.0,0.36870797925826615
843,5762,ETERNIT S.A. - Em Recuperação Judicial,2021-03-02 20:50:27,2020-01-01,2020-12-31,51676000.0,188614000.0,0.9420149432635448
844,5762,ETERNIT S.A. - Em Recuperação Judicial,2022-02-22 20:47:17,2021-01-01,2021-12-31,61766787000.0,345649000.0,0.9051080555242781
845,5762,ETERNIT S.A. - Em Recuperação Judicial,2022-02-23 18:22:58,2021-01-01,2021-12-31,61777000.0,345649000.0,0.9051080555242781
846,5770,EUCATEX S.A. INDUSTRIA E COMERCIO,2011-03-23 01:40:14,2010-01-01,2010-12-31,92619000.0,168533000.0,0.15459005882444668
847,5770,EUCATEX S.A. INDUSTRIA E COMERCIO,2011-04-12 16:07:16,2010-01-01,2010-12-31,92619000.0,168533000.0,0.15459005882444668
848,5770,EUCATEX S.A. INDUSTRIA E COMERCIO,2012-03-07 19:01:27,2011-01-01,2011-12-31,92619000.0,156610000.0,0.12913423743515873
849,5770,EUCATEX S.A. INDUSTRIA E COMERCIO,2013-03-20 19:44:00,2012-01-01,2012-12-31,92619000.0,172774000.0,0.1369306280180985
850,5770,EUCATEX S.A. INDUSTRIA E COMERCIO,2014-02-19 18:37:14,2013-01-01,2013-12-31,92619000.0,145182000.0,0.1077037778890558
851,5770,EUCATEX S.A. INDUSTRIA E COMERCIO,2014-02-21 09:17:50,2013-01-01,2013-12-31,92619000.0,145182000.0,0.1077037778890558
852,5770,EUCATEX S.A. INDUSTRIA E COMERCIO,2015-03-04 19:38:51,2014-01-01,2014-12-31,92619000.0,103699000.0,0.07443705091485955
853,5770,EUCATEX S.A. INDUSTRIA E COMERCIO,2016-03-09 20:13:49,2015-01-01,2015-12-31,92619000.0,102150000.0,0.06949461799390162
854,5770,EUCATEX S.A. INDUSTRIA E COMERCIO,2017-03-22 19:37:16,2016-01-01,2016-12-31,92619000.0,76574000.0,0.05035109787539593
855,5770,EUCATEX S.A. INDUSTRIA E COMERCIO,2017-03-29 08:49:31,2016-01-01,2016-12-31,92619000.0,76574000.0,0.05035109787539593
856,5770,EUCATEX S.A. INDUSTRIA E COMERCIO,2018-03-21 20:40:00,2017-01-01,2017-12-31,92619000.0,82455000.0,0.05257613832073899
857,5770,EUCATEX S.A. INDUSTRIA E COMERCIO,2019-03-27 20:22:21,2018-01-01,2018-12-31,92619000.0,109150000.0,0.06500966955552206
858,5770,EUCATEX S.A. INDUSTRIA E COMERCIO,2020-03-25 22:07:50,2019-01-01,2019-12-31,92619000.0,132680000.0,0.07619314514369195
859,5770,EUCATEX S.A. INDUSTRIA E COMERCIO,2021-03-29 22:40:37,2020-01-01,2020-12-31,92619000.0,194356000.0,0.1021766879267526
860,5770,EUCATEX S.A. INDUSTRIA E COMERCIO,2022-03-30 20:18:52,2021-01-01,2021-12-31,92619000.0,549721000.0,0.24229357790077846
875,5983,FIACAO TEC SAO JOSE S.A.,2018-03-29 12:12:47,2017-01-01,2017-12-31,13500000.0,2570000.0,-0.016931063560661958
876,5983,FIACAO TEC SAO JOSE S.A.,2019-03-27 21:15:46,2018-01-01,2018-12-31,13500000.0,1735000.0,-0.013408140712061143
877,5983,FIACAO TEC SAO JOSE S.A.,2020-03-30 17:04:45,2019-01-01,2019-12-31,13500000.0,1860000.0,-0.013856606472376184
878,5983,FIACAO TEC SAO JOSE S.A.,2021-03-30 10:02:43,2020-01-01,2020-12-31,13500000.0,626000.0,-0.005041597203765896
879,5983,FIACAO TEC SAO JOSE S.A.,2022-03-27 15:06:56,2021-01-01,2021-12-31,13500000.0,1056000.0,-0.008074505665917327
880,5991,VICUNHA TEXTIL SA,2011-03-30 18:38:12,2010-01-01,2010-12-31,41851000.0,118200000.0,0.10664356958222246
881,5991,VICUNHA TEXTIL SA,2012-03-30 17:21:00,2011-01-01,2011-12-31,42049000.0,113457000.0,0.08346427846291016
882,5991,VICUNHA TEXTIL SA,2013-03-27 17:34:43,2012-01-01,2012-12-31,42315000.0,100065000.0,0.07340766655833843
922,6173,TAURUS ARMAS S.A.,2011-03-30 01:28:26,2010-01-01,2010-12-31,128234000.0,103557000.0,0.17336706131304744
923,6173,TAURUS ARMAS S.A.,2011-03-30 10:50:38,2010-01-01,2010-12-31,128234000.0,103557000.0,0.17336706131304744
924,6173,TAURUS ARMAS S.A.,2011-04-12 18:50:45,2010-01-01,2010-12-31,128234000.0,103557000.0,0.17336706131304744
925,6173,TAURUS ARMAS S.A.,2012-03-27 18:52:16,2011-01-01,2011-12-31,141412617.0,100975000.0,0.16285370987121695
926,6173,TAURUS ARMAS S.A.,2013-03-26 18:25:37,2012-01-01,2012-12-31,141412617.0,115185000.0,0.13505781156747262
927,6173,TAURUS ARMAS S.A.,2013-04-04 10:42:02,2012-01-01,2012-12-31,141412617.0,115185000.0,0.13505781156747262
928,6173,TAURUS ARMAS S.A.,2013-04-24 18:52:23,2012-01-01,2012-12-31,141412617.0,115185000.0,0.13505781156747262
929,6173,TAURUS ARMAS S.A.,2013-10-22 17:35:06,2012-01-01,2012-12-31,141412617.0,115185000.0,0.13505781156747262
930,6173,TAURUS ARMAS S.A.,2013-10-24 17:53:19,2012-01-01,2012-12-31,141412617.0,115185000.0,0.13505781156747262
931,6173,TAURUS ARMAS S.A.,2013-11-01 17:12:23,2012-01-01,2012-12-31,141412617.0,115185000.0,0.13505781156747262
932,6173,TAURUS ARMAS S.A.,2014-03-28 18:26:20,2012-01-01,2012-12-31,141412617.0,84163000.0,0.12131830938813988
933,6173,TAURUS ARMAS S.A.,2014-03-28 18:45:09,2013-12-01,2013-12-31,141412617.0,16029000.0,0.027441279189207697
934,6173,TAURUS ARMAS S.A.,2014-03-28 21:24:26,2013-12-01,2013-12-31,141412617.0,16029000.0,0.027441279189207697
935,6173,TAURUS ARMAS S.A.,2014-03-31 18:09:49,2013-01-01,2013-12-31,141412617.0,16029000.0,0.027441279189207697
941,6173,TAURUS ARMAS S.A.,2019-03-29 07:44:10,2018-01-01,2018-12-31,74862626.0,46248000.0,0.12133455416477551
942,6173,TAURUS ARMAS S.A.,2020-03-30 07:34:34,2019-01-01,2019-12-31,88464333.0,105664000.0,0.25810864286796065
943,6173,TAURUS ARMAS S.A.,2021-03-19 00:03:01,2020-01-01,2020-12-31,96129483.0,434323000.0,0.6053729404401997
944,6173,TAURUS ARMAS S.A.,2022-03-15 17:55:37,2021-01-01,2021-12-31,118099545.0,973565000.0,0.8155067447579861
945,6211,FRAS-LE S.A.,2011-03-14 06:25:09,2010-01-01,2010-12-31,102381000.0,54537000.0,0.15101136662559358
946,6211,FRAS-LE S.A.,2012-02-27 06:24:30,2011-01-01,2011-12-31,102381000.0,41058000.0,0.09686597587905554
947,6211,FRAS-LE S.A.,2012-02-28 14:28:35,2011-01-01,2011-12-31,102381000.0,41058000.0,0.09686597587905554
948,6211,FRAS-LE S.A.,2013-02-26 22:13:49,2011-01-01,2011-12-31,102381000.0,41058000.0,0.09686597587905554
949,6211,FRAS-LE S.A.,2013-02-27 07:04:58,2012-01-01,2012-12-31,102381000.0,50479000.0,0.09130075404196518
950,6211,FRAS-LE S.A.,2014-03-12 06:15:31,2013-01-01,2013-12-31,99981000.0,67404000.0,0.11861951967224943
951,6211,FRAS-LE S.A.,2015-03-10 07:09:27,2014-01-01,2014-12-31,124974000.0,66627000.0,0.11960406632642986
952,6211,FRAS-LE S.A.,2015-03-10 14:56:01,2014-01-01,2014-12-31,124974000.0,66627000.0,0.11960406632642986
953,6211,FRAS-LE S.A.,2015-03-10 15:17:03,2014-01-01,2014-12-31,124974000.0,66627000.0,0.11960406632642986
954,6211,FRAS-LE S.A.,2016-03-22 07:31:56,2015-01-01,2015-12-31,124974000.0,80868000.0,0.13511598842454906
955,6211,FRAS-LE S.A.,2017-03-23 06:59:36,2016-01-01,2016-12-31,217566000.0,83637000.0,0.16768146596228836
956,6211,FRAS-LE S.A.,2018-03-13 04:03:54,2017-01-01,2017-12-31,217566000.0,65239000.0,0.1244945432617536
957,6211,FRAS-LE S.A.,2019-03-19 04:02:54,2018-01-01,2018-12-31,217566000.0,139774000.0,0.1444350639486881
958,6211,FRAS-LE S.A.,2020-03-04 05:30:08,2019-01-01,2019-12-31,217566000.0,106677000.0,0.11130843257084008
959,6211,FRAS-LE S.A.,2021-03-03 18:30:59,2020-01-01,2020-12-31,217566000.0,239980000.0,0.1694437756349199
960,6211,FRAS-LE S.A.,2021-03-04 10:11:31,2020-01-01,2020-12-31,217566000.0,239980000.0,0.1694437756349199
961,6211,FRAS-LE S.A.,2022-02-23 18:02:59,2021-01-01,2021-12-31,217566000.0,275184000.0,0.16020184743496224
962,6343,TUPY S.A.,2011-03-29 19:10:48,2010-01-01,2010-12-31,57139000.0,195530000.0,0.1588757708964744
963,6343,TUPY S.A.,2012-03-30 17:33:18,2011-01-01,2011-12-31,57139000.0,256912000.0,0.17450676462317402
964,6343,TUPY S.A.,2012-04-02 09:31:24,2011-01-01,2011-12-31,57139000.0,256912000.0,0.17450676462317402
965,6343,TUPY S.A.,2013-02-14 23:02:09,2012-01-01,2012-12-31,114278000.0,188988000.0,0.08031519553742139
966,6343,TUPY S.A.,2013-02-15 16:04:39,2011-01-01,2011-12-31,57139000.0,256912000.0,0.17450676462317402
967,6343,TUPY S.A.,2013-02-15 16:10:40,2012-01-01,2012-12-31,114278000.0,188988000.0,0.08031519553742139
968,6343,TUPY S.A.,2013-02-19 17:42:15,2012-01-01,2012-12-31,114278000.0,188988000.0,0.08031519553742139
969,6343,TUPY S.A.,2013-03-25 17:40:34,2012-01-01,2012-12-31,114278000.0,188988000.0,0.08031519553742139
970,6343,TUPY S.A.,2014-02-25 17:45:11,2013-01-01,2013-12-31,144178000.0,258677000.0,0.10033536013007908
971,6343,TUPY S.A.,2014-03-10 17:01:17,2013-01-01,2013-12-31,144178000.0,258677000.0,0.10033536013007908
972,6343,TUPY S.A.,2015-02-26 17:23:55,2014-01-01,2014-12-31,144178000.0,204902000.0,0.07248139344030337
973,6343,TUPY S.A.,2016-03-03 18:50:05,2015-01-01,2015-12-31,144178000.0,322221000.0,0.0952389819492216
975,6343,TUPY S.A.,2018-03-13 17:14:59,2017-01-01,2017-12-31,144178000.0,190145000.0,0.06943579694781205
976,6343,TUPY S.A.,2019-03-14 17:53:35,2018-01-01,2018-12-31,144178000.0,369883000.0,0.12784771493246297
977,6343,TUPY S.A.,2020-03-03 18:28:00,2019-01-01,2019-12-31,144178000.0,356591000.0,0.1176342320956246
978,6343,TUPY S.A.,2021-03-04 18:13:59,2020-01-01,2020-12-31,144178000.0,216811000.0,0.06464471362473262
979,6343,TUPY S.A.,2022-03-29 17:55:27,2021-01-01,2021-12-31,144178000.0,435224000.0,0.10635990824031225
981,6505,VIA S.A.,2011-02-24 07:44:19,2010-01-01,2010-12-31,322688000.0,302915000.0,0.07879829831157838
982,6505,VIA S.A.,2012-02-16 23:00:11,2011-01-01,2011-12-31,322688000.0,850224000.0,0.15153676614484024
983,6505,VIA S.A.,2013-02-20 02:48:41,2012-01-01,2012-12-31,322688000.0,1213930000.0,0.28865000310304756
984,6505,VIA S.A.,2014-02-12 22:52:14,2013-01-01,2013-12-31,1291028000.0,2237365000.0,0.5108126440778346
985,6505,VIA S.A.,2014-02-13 16:25:26,2013-01-01,2013-12-31,1290752000.0,2237365000.0,0.5108126440778346
986,6505,VIA S.A.,2015-02-12 00:48:54,2014-01-01,2014-12-31,1290751000.0,2091000000.0,0.5263025421595772
987,6505,VIA S.A.,2016-02-24 00:21:31,2015-01-01,2015-12-31,1290886000.0,694000000.0,0.29544487015751386
988,6505,VIA S.A.,2016-07-27 00:08:09,2015-01-01,2015-12-31,1290886000.0,707000000.0,0.36727272727272725
989,6505,VIA S.A.,2017-02-23 02:43:33,2016-01-01,2016-12-31,1291093000.0,713000000.0,0.2624217887375782
990,6505,VIA S.A.,2018-02-19 00:46:45,2017-01-01,2017-12-31,1291968000.0,1042000000.0,0.28952486801889415
991,6505,VIA S.A.,2019-02-20 07:13:40,2018-01-01,2018-12-31,1294003000.0,353000000.0,0.10993459981314233
993,6505,VIA S.A.,2021-03-02 19:11:05,2020-01-01,2020-12-31,1597342000.0,1619000000.0,0.1339012488627905
1013,6700,HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,2011-06-07 09:43:41,2010-01-01,2010-12-31,183724000.0,2422000.0,-0.10450015101177892
1017,6700,HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,2014-03-28 17:01:16,2013-01-01,2013-12-31,183724000.0,117336000.0,-2.3339300632533715
1018,6700,HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,2015-03-31 18:25:58,2014-01-01,2014-12-31,183724000.0,24438000.0,-0.5033573635427394
1019,6700,HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,2016-03-30 19:13:53,2015-01-01,2015-12-31,18372000.0,675000.0,-0.009105256768240864
1020,6700,HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,2017-03-28 22:09:14,2016-01-01,2016-12-31,18372000.0,27984000.0,-0.3597331310820018
1028,6815,IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL,2011-04-27 16:06:44,2010-01-01,2010-12-31,12504967.0,11972.0,-0.22656649192861603
1029,6815,IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL,2011-04-27 18:51:53,2010-01-01,2010-12-31,12504967.0,11972.0,-0.22656649192861603
1030,6815,IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL,2012-04-13 20:55:03,2011-01-01,2011-12-31,12504967.0,2328.0,0.008346209967411061
1031,6815,IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL,2013-03-28 23:05:38,2012-01-01,2012-12-31,12504967.0,171001.0,0.36092150530825895
1032,6815,IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL,2013-04-18 14:41:03,2012-01-01,2012-12-31,12504967.0,171001000.0,0.36092150530825895
1033,6815,IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL,2013-04-24 14:32:59,2012-01-01,2012-12-31,12504967.0,171001000.0,0.36092150530825895
1034,6815,IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL,2013-11-26 13:53:45,2011-01-01,2011-12-31,12504967.0,2328000.0,0.008346209967411061
1035,6815,IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL,2013-11-27 08:45:45,2012-01-01,2012-12-31,12504967.0,171001000.0,0.36092150530825895
1037,6815,IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL,2015-08-06 20:55:04,2014-01-01,2014-12-31,12504967.0,34230000.0,0.0975736291803017
1038,6815,IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL,2015-11-21 12:47:48,2014-01-01,2014-12-31,12504967.0,34230000.0,0.4706772086627707
1041,6815,IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL,2018-04-03 17:53:26,2017-01-01,2017-12-31,12504967.0,143961000.0,3.600825412706353
1058,7510,INDUSTRIAS ROMI S.A.,2011-02-08 20:00:11,2010-01-01,2010-12-31,0.0,76901000.0,0.05301663487318572
1059,7510,INDUSTRIAS ROMI S.A.,2011-02-10 09:51:21,2010-01-01,2010-12-31,74758000.0,76901000.0,0.05301663487318572
1060,7510,INDUSTRIAS ROMI S.A.,2011-03-10 09:14:19,2010-01-01,2010-12-31,74758000.0,76901000.0,0.05301663487318572
1061,7510,INDUSTRIAS ROMI S.A.,2011-03-17 15:12:47,2010-01-01,2010-12-31,74758000.0,76901000.0,0.05301663487318572
1062,7510,INDUSTRIAS ROMI S.A.,2011-04-14 11:24:17,2010-01-01,2010-12-31,74758000.0,76901000.0,0.05301663487318572
